"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","view_history","phase","trial_name","trial_num","key_selected","card_selected","reward","question_order","type_of_trial","block_type","block","index_right","index_left","prob_selected","prob_unselected"
"html-keyboard-response","107","401092","0.0-5.0-0.1-2.1-1.15","5c71b17c891e3200012477a2","","","","","","568","<img class='card_left' src='images/old/17.jpeg'><img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","108","401606","0.0-5.0-0.1-2.1-2.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","1","","","","","","","","",""
"html-keyboard-response","109","402366","0.0-5.0-0.1-2.1-3.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"instructions","110","430344","0.0-5.0-0.1-3.1","5c71b17c891e3200012477a2","","","","","","27978","","","[{""page_index"":0,""viewing_time"":7409},{""page_index"":1,""viewing_time"":7528},{""page_index"":2,""viewing_time"":10831},{""page_index"":3,""viewing_time"":2209}]","","","","","","","","","","","","","",""
"html-keyboard-response","111","432411","0.0-5.0-0.1-4.1","5c71b17c891e3200012477a2","","","","","","2066","<div>We will now start a few practice trials with both the cards and the shapes. <br> Please be ready with your fingers on <b>'S'</b> and <b>'K'</b>. <br><br> <b> Press any key to begin</b></div>","s","","","","","","","","","","","","","","",""
"html-keyboard-response","112","434327","0.0-5.0-0.1-5.1-0.8","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","113","435004","0.0-5.0-0.1-5.1-1.8","5c71b17c891e3200012477a2","","","","","","676","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","114","435510","0.0-5.0-0.1-5.1-2.8","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","1","","","","","","","","",""
"html-keyboard-response","115","436264","0.0-5.0-0.1-5.1-3.8","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","116","437170","0.0-5.0-0.1-5.1-0.9","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","117","438172","0.0-5.0-0.1-5.1-1.9","5c71b17c891e3200012477a2","","","","","","1001","<img class='card_left' src='images/practice_catch_trials/2.png'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/practice_catch_trials/3.png'>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","118","438678","0.0-5.0-0.1-5.1-2.9","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/practice_catch_trials/3.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","choice","0","1","-1","","","","","","","","",""
"html-keyboard-response","119","439432","0.0-5.0-0.1-5.1-3.9","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/practice_catch_trials/3.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","120","440342","0.0-5.0-0.1-5.1-0.10","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","121","441172","0.0-5.0-0.1-5.1-1.10","5c71b17c891e3200012477a2","","","","","","829","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","122","441684","0.0-5.0-0.1-5.1-2.10","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","2","","","","","","","","",""
"html-keyboard-response","123","442442","0.0-5.0-0.1-5.1-3.10","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","124","443358","0.0-5.0-0.1-5.1-0.11","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","125","443793","0.0-5.0-0.1-5.1-1.11","5c71b17c891e3200012477a2","","","","","","435","<img class='card_left' src='images/old/20.jpg'><img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","126","444300","0.0-5.0-0.1-5.1-2.11","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","1","2","","","","","","","","",""
"html-keyboard-response","127","445056","0.0-5.0-0.1-5.1-3.11","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='images/old/19.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","128","445968","0.0-5.0-0.1-5.1-0.12","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","129","446745","0.0-5.0-0.1-5.1-1.12","5c71b17c891e3200012477a2","","","","","","775","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='images/practice_catch_trials/1.png'>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","130","447252","0.0-5.0-0.1-5.1-2.12","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","choice","0","0","-1","","","","","","","","",""
"html-keyboard-response","131","448011","0.0-5.0-0.1-5.1-3.12","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/practice_catch_trials/4.png'><img class=surprise src='images/surprise.jpg'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","132","448920","0.0-5.0-0.1-5.1-0.13","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","133","449717","0.0-5.0-0.1-5.1-1.13","5c71b17c891e3200012477a2","","","","","","795","<img class='card_left' src='images/old/18.jpg'><img class='card_right' src='images/old/17.jpeg'><div class=""fixation"">+</div>","s","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","134","450223","0.0-5.0-0.1-5.1-2.13","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><div class=""fixation"">+</div>","null","","practice","choice","0","0","1","","","","","","","","",""
"html-keyboard-response","135","450977","0.0-5.0-0.1-5.1-3.13","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/18.jpg'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","136","451882","0.0-5.0-0.1-5.1-0.14","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","137","452965","0.0-5.0-0.1-5.1-1.14","5c71b17c891e3200012477a2","","","","","","1081","<img class='card_left' src='undefined'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='undefined'>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","138","453473","0.0-5.0-0.1-5.1-2.14","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><div class=""fixation"">+</div>","null","","practice","choice","0","1","-1","","","","","","","","",""
"html-keyboard-response","139","454231","0.0-5.0-0.1-5.1-3.14","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","140","455136","0.0-5.0-0.1-5.1-0.15","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","141","455616","0.0-5.0-0.1-5.1-1.15","5c71b17c891e3200012477a2","","","","","","478","<img class='card_left' src='undefined'><img class=surprise src='images/surprise.jpg'><img class='card_right' src='undefined'>","k","","practice","cards","0","","","","","","","","","","",""
"html-keyboard-response","142","456122","0.0-5.0-0.1-5.1-2.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><div class=""fixation"">+</div>","null","","practice","choice","0","1","-1","","","","","","","","",""
"html-keyboard-response","143","456881","0.0-5.0-0.1-5.1-3.15","5c71b17c891e3200012477a2","","","","","","null","<img class='card_right' src='undefined'><img class=reward src='images/zero_coins.png'>","null","","practice","reward","0","","","0","","","","","","","",""
"html-keyboard-response","144","459653","0.0-5.0-0.1-6.1","5c71b17c891e3200012477a2","","","","","","2771","<p> <br><br> You will now move on to a quick quiz to make sure you understood the instructions. If you make a mistake, you will need to go through the instructions again. <br><br> <b> Press any key to continue</b></p>","s","","","","","","","","","","","","","","",""
"survey-multi-choice","145","497427","0.0-5.0-0.1-7.1","5c71b17c891e3200012477a2","","","","","","37772","","{""deck_size"":""4"",""cards_step"":""2"",""choose_card"":""Press the 'S' or 'K' key with your LEFT or RIGHT hand."",""better_cards"":""True"",""value_change"":""False"",""value_independence"":""False"",""location_value"":""False - you won't win more or less using RIGHT or LEFT response keys. Only the cards are related to your chance of winning."",""reward_announce"":""At the end of each part of the experiment"",""shapes_repeated"":""True""}","","","","","","","","[0,1,2,3,4,5,6,7,8]","","","","","","",""
"html-keyboard-response","146","499497","0.0-5.0-1.0","5c71b17c891e3200012477a2","","","","","","2070","<div> Good job! Practice completed. <br> <br> We will now move on to the real game. Do your best to figure out which cards are better. Good luck!<br><br> <b>Press any key to continue.</b></div>"," ","","","","","","","","","","","","","","",""
"html-keyboard-response","147","503523","0.0-5.0-2.0-0.0","5c71b17c891e3200012477a2","","","","","","3018","<p><b><u> Part 1 out of 4</u></b></p><p style=""text-align: left""> You will now start a test block. Below are the four cards that can appear in this round.</p><p style='text-align: left'>Use the LEFT or RIGHT response keys ('S' or 'K', in correspondence) to make your selection. <br> Please do your best to win as many coins as possible!<br> </p><p style=""text-align: left""><b>Remember that:</b> <br> 1) Only the cards (not the response key that was used to select them) are related to winning coins <br> 2) Coin winning chances are specific for each card </p><p><b>Press any key to start</b></p><img class=start src=""images/old/5.jpg"">  <img class=start src=""images/old/6.jpg"">    <img class=start src=""images/old/7.jpg"">    <img class=start src=""images/old/8.jpeg"">  ","meta","","","","","","","","","","","","","","",""
"html-keyboard-response","148","505426","0.0-5.0-2.0-1.0-0.0","5c71b17c891e3200012477a2","","","","","","null","<div class=""fixation"">+</div>","null","","","","","","","","","","","","","","",""
"html-keyboard-response","149","511444","0.0-5.0-2.0-1.0-1.0","5c71b17c891e3200012477a2","","","","","","null","<img class='card_left' src='images/old/7.jpg'><img class='card_right' src='images/old/8.jpeg'><div class=""fixation"">+</div>","null","","exp","cards","0","","","","","1","1","","","","",""
"html-keyboard-response","150","511950","0.0-5.0-2.0-1.0-2.0","5c71b17c891e3200012477a2","","","","","","null","<div style=""font-size:40px;"">Please respond faster!</div>","null","","exp","choice","0","null","","","","1","1","","","","",""
